193.89196178,50.84680834,16.60130309,16.66305937,27.83652530,7.29302677,8.84300968,4.09370125,4.64498659,-8.98389567,-11.71106924,-9.50597485,-2.08482453,3.55677871,0.36426275,0.30820894,-3.10348762,0.81979760,1.43373542,1.00000000
207.98271927,59.35096501,21.44800836,18.10862735,28.98045078,13.33880417,5.74349054,-5.49224616,-4.49958215,-3.77873376,-2.84744610,-5.96387040,-1.37524511,3.20872872,0.39927201,-0.44563443,-1.83372128,-2.06454257,-6.57989726,1.00000000
175.41593697,99.51130683,29.43962061,25.35032976,13.10580390,7.33720100,-5.90976532,-10.23947068,-14.68553542,-11.50513559,-4.87602546,3.17916922,0.26488917,-5.56961876,-7.11147925,-2.92487901,1.43911282,4.23744168,6.42227994,1.00000000
186.93168271,66.91773000,22.79041715,18.89960355,28.94216754,14.59537276,9.58267652,1.77613938,-2.00118522,-5.79676466,-13.89694051,-10.09040842,0.51609267,5.32000196,-1.40890589,-2.14309004,-3.94968488,-2.60480589,-0.38448985,1.00000000
189.47817232,61.23462322,13.64343338,22.12107340,25.86780625,17.63224786,4.61636841,8.51409126,7.55577914,1.37122675,-8.72915848,-5.18300766,-1.46237381,1.24725174,-3.09348807,-4.56104200,-3.46657124,-1.44329347,1.68095073,1.00000000
196.53132520,58.31825144,19.63201707,13.63201585,19.52590856,0.27061606,3.33730344,2.13849114,3.77204864,-6.19910725,-10.82032777,-10.47228699,0.93978760,4.73505817,-1.42302753,-3.94518257,-4.18996824,-0.13189251,2.20949328,1.00000000
210.43043432,57.03765629,22.93585132,17.92355651,26.92475024,5.91152731,6.08851401,1.29212189,0.99779820,-7.36307747,-8.33717594,-5.14575030,3.04443559,2.97222326,-3.74205600,-3.39025055,-3.50092025,-1.83089154,-2.27202840,1.00000000
212.52513318,61.15974650,17.23165573,20.15494832,31.02194536,9.34586517,5.33049542,5.67866882,2.22805782,-9.90415106,-15.61213582,-14.02696624,-3.76848999,1.67771985,-3.17332987,-4.23302674,-1.89415170,0.64666068,0.39705453,1.00000000
197.23410560,60.32278353,20.86080317,23.83048720,27.33668753,15.40632392,2.93877518,0.38998899,2.04249885,-7.15740558,-15.13384220,-9.72081668,-2.35428292,2.75585125,1.52851096,-0.53624556,-1.96309660,0.96520255,2.94112194,1.00000000
237.43205277,20.28621170,10.28763052,12.29618537,28.70168629,-6.81483038,8.40224892,1.88418066,8.10023615,-9.15730020,-17.44380546,-15.61762516,-0.96866250,9.58452331,4.20466451,-4.34990163,-4.43013733,0.26253131,-2.64597104,1.00000000
